id,strategy_name,run_name,symbols,period_from,period_to,market,timeframe,currency,final_equity,strategy_hash,run_hash,data_fingerprint,result_hash
019e2f24-4fd2-7c29-b4b6-cf192cda5b1a,dual-momentum-rotation,dual-momentum-rotation-krx-etf,17,2024-01-02,2024-12-31,krx,1d,KRW,1.1423718363750003E+07,sha256:9b2fd86420f8b8731d4118876858137ca172d085c53c4608e2d7982c14a2a7e1,sha256:631b4ec013b84ce5182c8a75db16e59188a3fcbf266679222c6bc98c744ec6d2,sha256:93406e33b4c5f6f5e27fe135fd729601c414ce691e4659fa26e5223c03c9d6bb,sha256:ab7d1bb1b12959545e260a4aa189668ff5575ce8174ab0bc2b1573d3f05e52ac
