id,strategy_name,run_name,symbols,period_from,period_to,market,timeframe,currency,final_equity,strategy_hash,run_hash,data_fingerprint,result_hash
019e2f24-873b-7e44-a5e7-49bc83e9ff7c,relative-strength-rotation,relative-strength-rotation-krx-etf,38,2024-01-02,2024-12-31,krx,1d,KRW,9.0163519996E+06,sha256:b07f48fa381d6a436cc01d01a8ddc5fa7e7974bba9b31f4662ab3d7834f94a3c,sha256:718d7d4c13c34b76e2260049dc3e06e90dadcf7139d651db45f77f0219ec21a1,sha256:8266e1b8912a24cfd5fcc48766156ac69334134c6601f301168411febd14ac25,sha256:397c84d5cbcac65065e80ff3eedea50aaa7298d85e4e3f64232a8d2330c6d4fc
